author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/313479859/,Москва,sale,flat,4,14,1,25.0,-1,0,11480000,Сокол,Ленинградский проспект,80к66,Сокол,
ID 91600492,homeowner,https://www.cian.ru/sale/flat/309808792/,Москва,sale,flat,11,32,1,36.0,-1,0,14500000,Митино,Муравская ,38Бк4,Пятницкое шоссе,Митинский лес
ID 21435174,realtor,https://www.cian.ru/sale/flat/316657027/,Москва,sale,flat,1,17,1,38.1,-1,0,11000000,Гольяново,Алтайская ,4,Щёлковская,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/314836670/,Москва,sale,flat,21,24,1,45.0,-1,0,16300000,Рязанский,2-й Грайвороновский проезд,44к1,Стахановская,Кварталы 21/19
ID 23722487,homeowner,https://www.cian.ru/sale/flat/311908374/,Москва,sale,flat,12,22,1,36.8,-1,0,12900000,Отрадное,Высоковольтный проезд,1к6,Отрадное,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/312575309/,Москва,sale,flat,1,9,1,30.0,-1,0,12900000,Таганский, Воловья,3,Пролетарская,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/316118946/,Москва,sale,flat,5,17,1,42.0,-1,0,16500000,Кузьминки,Волгоградский проспект,138к4,Кузьминки,
ID 128829335,homeowner,https://www.cian.ru/sale/flat/314998451/,Москва,sale,flat,2,16,1,29.0,-1,0,8700000,,проспект Куприна,40к1,Потапово,Эко Бунино
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/315764761/,Москва,sale,flat,9,22,1,45.0,-1,0,12500000,Ивановское,шоссе Энтузиастов,53,Новогиреево,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/308945722/,Москва,sale,flat,11,17,1,38.0,-1,0,10250000,Восточное Дегунино,Керамический проезд,45К2,Дегунино,
Вадим Иванов,realtor,https://www.cian.ru/sale/flat/313225023/,Москва,sale,flat,15,22,1,35.2,-1,0,13900000,, Картмазовские Пруды,2к3,Филатов Луг,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/315401101/,Москва,sale,flat,4,22,1,32.9,-1,0,11200000,Солнцево,Производственная ,17,Новопеределкино,Лучи
ID 75008346,homeowner,https://www.cian.ru/sale/flat/315776743/,Москва,sale,flat,2,18,1,36.0,-1,0,17000000,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров
Дмитрий Симаков,realtor,https://www.cian.ru/sale/flat/315062003/,Москва,sale,flat,20,31,1,36.0,-1,0,16900000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
ID 62579290,homeowner,https://www.cian.ru/sale/flat/314434648/,Москва,sale,flat,5,12,1,35.0,-1,0,17100000,Тимирязевский, Дубки,7,Тимирязевская,
ID 96123087,unknown,https://www.cian.ru/sale/flat/308574909/,Москва,sale,flat,15,22,1,36.6,-1,0,17200000,Головинский,Михалковская ,48к2,Коптево,Михалковский
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/316717268/,Москва,sale,flat,15,21,1,30.0,-1,0,17500000,Хорошевский,9Ак7,9Ак7,Полежаевская,Зорге 9 ЖК
ID 130502124,homeowner,https://www.cian.ru/sale/flat/316941025/,Москва,sale,flat,4,12,1,42.8,-1,0,17500000,, Бориса Пастернака,12,Рассказовка,Переделкино Ближнее Город-парк
ID 78975757,homeowner,https://www.cian.ru/sale/flat/316234372/,Москва,sale,flat,6,17,1,43.0,-1,0,17400000,Ростокино,Будайский проезд,9,Ростокино,
ID 19197487,unknown,https://www.cian.ru/sale/flat/312877569/,Москва,sale,flat,10,17,1,41.0,-1,0,17499000,Зюзино,Севастопольский проспект,71к1,Зюзино,
ID 124762277,homeowner,https://www.cian.ru/sale/flat/310278703/,Москва,sale,flat,31,32,1,43.2,-1,0,17600000,Соколиная гора,проспект Буденного,51к4,Шоссе Энтузиастов,Золотая звезда
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/316668182/,Москва,sale,flat,6,12,1,35.4,-1,0,18000000,Красносельский,переулок 1-й Коптельский,26с1,Проспект Мира,
Елена Плетнева,realtor,https://www.cian.ru/sale/flat/316668147/,Москва,sale,flat,12,25,1,41.8,-1,0,18000000,Нижегородский,Рязанский проспект,2/1к5Т,Нижегородская,SREDA
Ксения Иванова,realtor,https://www.cian.ru/sale/flat/316035733/,Москва,sale,flat,8,14,1,37.0,-1,0,18000000,Басманный,Малая Почтовая ,5/12С1,Бауманская,
ID 115533298,homeowner,https://www.cian.ru/sale/flat/316823593/,Москва,sale,flat,19,25,1,47.0,-1,0,18000000,Чертаново Южное,Варшавское шоссе,141к10,Улица Академика Янгеля,Варшавское шоссе 141
ID 102804787,realtor,https://www.cian.ru/sale/flat/290929600/,Москва,sale,flat,8,10,1,30.0,-1,0,17900000,Даниловский,Летниковская ,13,Павелецкая,MITTE
Дмитрий Пак,realtor,https://www.cian.ru/sale/flat/304381414/,Москва,sale,flat,12,18,1,43.2,-1,0,18000000,Богородское,Краснобогатырская ,24,Преображенская площадь,Яуза Парк
BE FREE,real_estate_agent,https://www.cian.ru/sale/flat/306676195/,Москва,sale,flat,16,24,1,26.0,-1,0,18600000,Даниловский,проспект Андропова,10,Технопарк,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/316486640/,Москва,sale,flat,9,29,1,37.5,-1,0,18500000,Раменки,Мосфильмовская ,74Б,Ломоносовский проспект,Мосфильмовская
ID 96557953,homeowner,https://www.cian.ru/sale/flat/316645426/,Москва,sale,flat,7,17,1,37.5,-1,0,18500000,Крылатское,Осенний бульвар,10К2,Крылатское,
ID 114249157,homeowner,https://www.cian.ru/sale/flat/304704149/,Москва,sale,flat,12,14,1,42.2,-1,0,19000000,Гагаринский, Вавилова,44К4,Академическая,
CENTURY 21 Союз,real_estate_agent,https://www.cian.ru/sale/flat/315956515/,Москва,sale,flat,11,36,1,36.3,-1,0,19990000,Хорошево-Мневники,Шелепихинская набережная,42к3,Мнёвники,FreeDOM
КОРТРОС,real_estate_agent,https://www.cian.ru/sale/flat/315913888/,Москва,sale,flat,12,26,1,45.0,-1,0,19950000,Левобережный,Смольная ,49,Беломорская,Кристалл
ID 128100425,realtor,https://www.cian.ru/sale/flat/316921609/,Москва,sale,flat,24,26,1,34.0,-1,0,19950000,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,Level Нагатинская
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/311497045/,Москва,sale,flat,28,28,1,45.0,-1,0,20000000,Филевский парк,Береговой проезд,1Б,Фили,мой адрес На Береговом
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/316946609/,Москва,sale,flat,3,14,1,49.4,-1,0,20000000,Даниловский,Велозаводская ,2К3,Автозаводская,
МГСН,real_estate_agent,https://www.cian.ru/sale/flat/308900748/,Москва,sale,flat,13,23,1,62.2,-1,0,20000000,Очаково-Матвеевское,Веерная ,4к2,Матвеевская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/303588684/,Москва,sale,flat,21,28,1,45.0,-1,0,20500000,Филевский парк,Береговой проезд,1Б,Фили,мой адрес На Береговом
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/313044364/,Москва,sale,flat,21,28,1,44.3,-1,0,20500000,Филевский парк,Береговой проезд,1Б,Шелепиха,мой адрес На Береговом
Оксана Луненко,realtor,https://www.cian.ru/sale/flat/315984571/,Москва,sale,flat,10,12,1,42.1,-1,0,20800000,Богородское,Погонный проезд,3ак6,Белокаменная,Лосиный остров
FG Partners,real_estate_agent,https://www.cian.ru/sale/flat/311348093/,Москва,sale,flat,5,14,1,54.0,-1,0,20800000,Ясенево,Новоясеневский проспект,3В,Тёплый Стан,Комплекс апартаментов LES
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/306955230/,Москва,sale,flat,11,40,1,41.0,-1,0,20900000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
Александр Вокитский,realtor,https://www.cian.ru/sale/flat/271834824/,Москва,sale,flat,8,9,1,42.1,-1,0,21000000,Хорошево-Мневники,Причальный проезд,8к1,Шелепиха,Новая Пресня
DOLGOV PRO,real_estate_agent,https://www.cian.ru/sale/flat/310093687/,Москва,sale,flat,3,17,1,36.0,-1,0,21500000,Лефортово,проезд Шелихова,3,Площадь Ильича,Символ
SPENСER ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/301952287/,Москва,sale,flat,6,24,1,63.0,-1,0,21800000,Крылатское,Рублевское шоссе,70к7,Крылатское,Крылатский
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/316604726/,Москва,sale,flat,10,15,1,41.0,-1,0,22000000,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ
Яна Осетрова,realtor,https://www.cian.ru/sale/flat/316978666/,Москва,sale,flat,9,9,1,30.2,-1,0,22200000,Дорогомилово, 1812 года,10К2,Парк Победы,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/312406285/,Москва,sale,flat,16,21,1,50.0,-1,0,22500000,Филевский парк,Береговой проезд,5к3,Фили,Фили Град
Частно,real_estate_agent,https://www.cian.ru/sale/flat/316907732/,Москва,sale,flat,22,24,1,42.1,-1,0,22400000,Щукино, Берзарина,28Ак3,Октябрьское поле,Октябрьское поле
ID 43643092,unknown,https://www.cian.ru/sale/flat/308121248/,Москва,sale,flat,10,14,1,44.0,-1,0,22600000,Таганский,Николоямский переулок,2,Таганская,
ID 30197583,realtor,https://www.cian.ru/sale/flat/315585680/,Москва,sale,flat,9,24,1,38.0,-1,0,22700000,Останкинский, Годовикова,11к4,Алексеевская,iLove
Анжелика Букко,realtor,https://www.cian.ru/sale/flat/313207732/,Москва,sale,flat,18,30,1,42.0,-1,0,23200000,Южнопортовый,Волгоградский проспект,32/5к2,Угрешская,Метрополия
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/312491589/,Москва,sale,flat,9,31,1,47.0,-1,0,23400000,Филевский парк,Береговой проезд,5к1,Фили,Фили Град
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/316037078/,Москва,sale,flat,22,22,1,34.6,-1,0,23300000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
PRIMO BROKERS,real_estate_agent,https://www.cian.ru/sale/flat/316695963/,Москва,sale,flat,3,32,1,33.2,-1,0,23500000,Хорошево-Мневники,бульвар Генерала Карбышева,13А,Народное Ополчение,Union Park
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/316360176/,Москва,sale,flat,22,49,1,42.0,-1,0,23700000,Хорошево-Мневники, Генерала Глаголева,14Ак1,Народное Ополчение,CRYSTAL Трилогия
Большой Город,real_estate_agent,https://www.cian.ru/sale/flat/315463716/,Москва,sale,flat,33,37,1,41.3,-1,0,24000000,Раменки,Мосфильмовская ,98к1,Аминьевская,Огни
ID 31112,unknown,https://www.cian.ru/sale/flat/316283849/,Москва,sale,flat,4,27,1,43.5,-1,0,24000000,Хорошевский, Зорге,9к2,Полежаевская,Рихард
ID 25061,realtor,https://www.cian.ru/sale/flat/315420759/,Москва,sale,flat,19,26,1,35.0,-1,0,24400000,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,Level Нагатинская
ДомGo Premium,real_estate_agent,https://www.cian.ru/sale/flat/312102112/,Москва,sale,flat,9,19,1,38.3,-1,0,24500000,Щукино, Расплетина,2к1,Октябрьское поле,Театральный квартал
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/315507653/,Москва,sale,flat,16,33,1,49.0,-1,0,25000000,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный
Владис,real_estate_agent,https://www.cian.ru/sale/flat/315566415/,Москва,sale,flat,6,34,1,35.3,-1,0,25000000,Войковский, Адмирала Макарова,6Ак1,Водный стадион,Невский
Ольга Соколова,realtor,https://www.cian.ru/sale/flat/290301611/,Москва,sale,flat,5,30,1,43.0,-1,0,25000000,Войковский, Адмирала Макарова,6А,Водный стадион,Невский
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/314365796/,Москва,sale,flat,22,22,1,48.2,-1,0,25000000,Покровское-Стрешнево,Волоколамское шоссе,71к8,Спартак,Город на Реке Тушино-2018
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/314701776/,Москва,sale,flat,7,25,1,47.0,-1,0,25000000,Обручевский, Академика Челомея,1А,Воронцовская,AFI Park 
ID 19616414,homeowner,https://www.cian.ru/sale/flat/276757007/,Москва,sale,flat,5,32,1,43.0,-1,0,25000000,Войковский, Адмирала Макарова,6А,Водный стадион,Невский
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/310505111/,Москва,sale,flat,21,22,1,46.0,-1,0,25900000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/310065384/,Москва,sale,flat,4,16,1,43.0,-1,0,26000000,Раменки, Василия Ланового,3,Аминьевская,Событие
ID 43530595,homeowner,https://www.cian.ru/sale/flat/314697192/,Москва,sale,flat,20,36,1,36.4,-1,0,26499000,Хорошево-Мневники,Шелепихинская набережная,42к3,Мнёвники,FreeDOM
ID 19993344,homeowner,https://www.cian.ru/sale/flat/315051135/,Москва,sale,flat,6,10,1,42.0,-1,0,26450000,Басманный,Бауманская ,47,Бауманская,
ID 21025,real_estate_agent,https://www.cian.ru/sale/flat/314468761/,Москва,sale,flat,5,11,1,53.0,-1,0,27500000,Раменки,Мичуринский проспект,7,Ломоносовский проспект,Квартал Шуваловский
,,https://www.cian.ru/sale/flat/315782142/,Москва,sale,flat,5,6,1,34.1,-1,0,28098400,Хамовники, Усачева,62,Спортивная,
ID 117613641,homeowner,https://www.cian.ru/sale/flat/314499335/,Москва,sale,flat,4,16,1,45.6,-1,0,28900000,Раменки, Василия Ланового,3,Аминьевская,Событие
Михаил Алексютин,realtor,https://www.cian.ru/sale/flat/315035599/,Москва,sale,flat,4,8,1,42.1,-1,0,30100000,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров
ID 129995635,realtor,https://www.cian.ru/sale/flat/316386174/,Москва,sale,flat,16,20,1,41.5,-1,0,30256862,Сокольники,Рубцовско-Дворцовая ,4,Сокольники,Ренессанс
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/315042925/,Москва,sale,flat,12,13,1,42.0,-1,0,31390000,Беговой,Ленинградский проспект,29к4,Динамо,Царская площадь
Анна Коваль,realtor,https://www.cian.ru/sale/flat/310794302/,Москва,sale,flat,5,9,1,49.9,-1,0,32435000,Пресненский,переулок Красина,16С1,Баррикадная,Дом на Красина
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/316673351/,Москва,sale,flat,2,26,1,68.9,-1,0,33368000,Хорошевский,Хорошевское шоссе,25Ак1,Полежаевская,Династия
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/314748971/,Москва,sale,flat,3,3,1,45.0,-1,0,36900000,Красносельский,Мясницкая ,13С2,Тургеневская,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/314748974/,Москва,sale,flat,2,3,1,45.0,-1,0,41400000,Красносельский,Мясницкая ,13С2,Тургеневская,
ID 57477210,homeowner,https://www.cian.ru/sale/flat/309256751/,Москва,sale,flat,3,20,1,43.0,-1,0,42990000,Пресненский,Мантулинская ,9к2,Москва-Сити,City Park
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/309229027/,Москва,sale,flat,2,12,1,51.0,-1,0,45000000,Аэропорт,Ленинградский проспект,36с30,Динамо,ВТБ Арена парк
Дмитрий Шлык,realtor,https://www.cian.ru/sale/flat/314278364/,Москва,sale,flat,10,11,1,31.4,-1,0,46000000,Дорогомилово,Кутузовский проспект,2/1К1Б,Киевская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315348985/,Москва,sale,flat,3,5,1,44.0,-1,0,49400000,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/275050401/,Москва,sale,flat,3,5,1,44.5,-1,0,49400000,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
ID 127242619,homeowner,https://www.cian.ru/sale/flat/315033753/,Москва,sale,flat,4,4,1,50.0,-1,0,51500000,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills
Юлия Попова,realtor,https://www.cian.ru/sale/flat/315153849/,Москва,sale,flat,4,8,1,50.0,-1,0,65000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
Татьяна Помаскина,realtor,https://www.cian.ru/sale/flat/312400488/,Москва,sale,flat,4,6,1,66.1,-1,0,77966246,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
RND,real_estate_agent,https://www.cian.ru/sale/flat/316418510/,Москва,sale,flat,3,9,1,64.1,-1,0,83000000,Тверской,1-я Тверская-Ямская ,2А,Маяковская,Vesper Tverskaya
Татьяна Помаскина,realtor,https://www.cian.ru/sale/flat/314473073/,Москва,sale,flat,4,6,1,69.7,-1,0,83728243,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
Татьяна Помаскина,realtor,https://www.cian.ru/sale/flat/312210452/,Москва,sale,flat,5,6,1,66.2,-1,0,83678784,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
Татьяна Помаскина,realtor,https://www.cian.ru/sale/flat/314483796/,Москва,sale,flat,5,6,1,71.4,-1,0,84240145,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
Татьяна Помаскина,realtor,https://www.cian.ru/sale/flat/314474523/,Москва,sale,flat,5,6,1,68.5,-1,0,86924544,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
Татьяна Помаскина,realtor,https://www.cian.ru/sale/flat/314480838/,Москва,sale,flat,5,6,1,69.7,-1,0,90106007,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
Татьяна Помаскина,realtor,https://www.cian.ru/sale/flat/312208501/,Москва,sale,flat,4,6,1,78.9,-1,0,91642952,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
Татьяна Помаскина,realtor,https://www.cian.ru/sale/flat/312401457/,Москва,sale,flat,4,6,1,88.4,-1,0,104459067,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
ID 508721,realtor,https://www.cian.ru/sale/flat/302541146/,Москва,sale,flat,6,9,1,108.1,-1,0,135000000,Тверской,1-я Тверская-Ямская ,2,Маяковская,
Дeльта,real_estate_agent,https://www.cian.ru/sale/flat/312350212/,Москва,sale,flat,10,16,-1,34.5,-1,0,2000000,Восточное Дегунино,Дубнинская ,36К4,Бескудниково,
Светлана Пешкова,realtor,https://www.cian.ru/sale/flat/314038906/,Москва,sale,flat,7,9,-1,31.7,-1,0,2640000,Перово,шоссе Энтузиастов,82/2К2,Перово,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/315415983/,Москва,sale,flat,5,5,-1,15.1,-1,0,2700000,Измайлово,Первомайская ,26,Измайловская,
Адресат,real_estate_agent,https://www.cian.ru/sale/flat/307723781/,Москва,sale,flat,3,31,1,10.7,-1,0,3200000,Южное Бутово, Поляны,5,Улица Скобелевская,Эталон-Сити
ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/314505509/,Москва,sale,flat,4,9,-1,33.0,-1,0,3250000,Фили-Давыдково, Артамонова,11К2,Давыдково,
NOVEL,real_estate_agent,https://www.cian.ru/sale/flat/312401505/,Москва,sale,flat,5,5,1,22.0,-1,0,3250000,, Жемчужная,1к15,Филатов Луг,Марьино Град
ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315552639/,Москва,sale,flat,2,14,-1,38.9,-1,0,3300000,Братеево, Борисовские Пруды,34К2,Алма-Атинская,
АПРИОРИ ЭСТЕЙТ,real_estate_agent,https://www.cian.ru/sale/flat/316283757/,Москва,sale,flat,4,14,-1,40.5,-1,0,3900000,Покровское-Стрешнево,1-й Тушинский проезд,4,Тушинская,
СмениКварти.Ру,real_estate_agent,https://www.cian.ru/sale/flat/316342902/,Москва,sale,flat,8,8,-1,30.0,-1,0,3900000,Раменки,Мосфильмовская ,39К3,Ломоносовский проспект,
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/315867231/,Москва,sale,flat,2,3,1,28.0,-1,0,3900000,, Зименковская,41,Летово,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/316948929/,Москва,sale,flat,1,5,1,15.0,-1,0,4000000,Лефортово,Сторожевая ,31,Сортировочная,
ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/313480833/,Москва,sale,flat,5,5,-1,17.8,-1,0,4000000,Можайский,Вяземская ,13,Сетунь,
ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316744825/,Москва,sale,flat,1,14,1,8.3,-1,0,4200000,Братеево,Ключевая ,10К2,Алма-Атинская,
Снежана Урсаки,realtor,https://www.cian.ru/sale/flat/304961732/,Москва,sale,flat,6,23,-1,41.4,-1,0,4300000,Измайлово,Сиреневый бульвар,4/1,Партизанская,
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/310346509/,Москва,sale,flat,14,22,-1,38.6,-1,0,4400000,Северное Тушино, Вилиса Лациса,25,Планерная,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/315633402/,Москва,sale,flat,3,3,1,10.0,-1,0,4490000,Донской,Варшавское шоссе,17С5,Верхние котлы,
Простор-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315515356/,Москва,sale,flat,5,16,-1,36.0,-1,0,4500000,Останкинский, Кондратюка,9К2,ВДНХ,
ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/311542149/,Москва,sale,flat,1,5,-1,31.0,-1,0,4500000,Можайский, Маршала Неделина,34К3,Рабочий посёлок,
iC Garant,real_estate_agent,https://www.cian.ru/sale/flat/298705574/,Москва,sale,flat,3,9,1,13.0,-1,0,4600000,Западное Дегунино,Дегунинская ,1К4,Селигерская,Дегунин
Владис,real_estate_agent,https://www.cian.ru/sale/flat/311393920/,Москва,sale,flat,1,24,1,15.7,-1,0,4700000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
ИНФИНИТИ,real_estate_agent,https://www.cian.ru/sale/flat/316990943/,Москва,sale,flat,4,5,1,31.1,-1,0,4850000,,,,,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/308633394/,Москва,sale,flat,2,3,1,14.0,-1,0,4850000,Нижегородский,шоссе Фрезер,17АС5,Нижегородская,
Замоскворечье,real_estate_agent,https://www.cian.ru/sale/flat/316795883/,Москва,sale,flat,2,4,1,14.0,-1,0,4900000,Нижегородский,шоссе Фрезер,17АС1,Нижегородская,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/315175359/,Москва,sale,flat,1,5,1,20.6,-1,0,4950000,Перово,3-я Владимирская ,3К2,Перово,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/316991890/,Москва,sale,flat,1,2,1,18.0,-1,0,5000000,,,88А,Бунинская аллея,
Семь холмов,real_estate_agent,https://www.cian.ru/sale/flat/316321310/,Москва,sale,flat,4,4,1,35.0,-1,0,5000000,, Центральная,28,Крёкшино,
Олег Евдокимов,realtor,https://www.cian.ru/sale/flat/309636679/,Москва,sale,flat,5,5,1,28.5,-1,0,5000000,,,2,Апрелевка,
Простор-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/314413426/,Москва,sale,flat,1,2,1,36.5,-1,0,5000000,,,,,
Юлия Леоненко,realtor,https://www.cian.ru/sale/flat/315853761/,Москва,sale,flat,4,5,1,35.0,-1,0,5100000,пос. Рогово, Юбилейная,15,,
Анна Петрова,realtor,https://www.cian.ru/sale/flat/307208938/,Москва,sale,flat,3,3,1,35.0,-1,0,5100000,, Борисоглебская Слобода,10,Апрелевка,
Natali Mir Invest,real_estate_agent,https://www.cian.ru/sale/flat/315980769/,Москва,sale,flat,1,4,1,33.1,-1,0,5150000,, Ирландская,4к2,Потапово,Ирландский квартал
Наталья Педан,realtor,https://www.cian.ru/sale/flat/314097212/,Москва,sale,flat,4,4,1,37.2,-1,0,5200000,, Ирландская,4к1,Потапово,Ирландский квартал
ЭЛИКОС,real_estate_agent,https://www.cian.ru/sale/flat/314566127/,Москва,sale,flat,5,5,1,30.0,-1,0,5200000,,,7,Апрелевка,
ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/314947335/,Москва,sale,flat,3,7,1,17.5,-1,0,5300000,Печатники,Волгоградский проспект,45,Текстильщики,
Павел Минеев,realtor,https://www.cian.ru/sale/flat/316787591/,Москва,sale,flat,3,4,1,33.3,-1,0,5300000,, Ирландская,4к1,Потапово,Ирландский квартал
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/314012155/,Москва,sale,flat,5,12,-1,37.6,-1,0,5400000,Даниловский,3-й Павелецкий проезд,3,Крестьянская застава,Резиденции Композиторов
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/307227822/,Москва,sale,flat,3,3,1,18.0,-1,0,5400000,Нижегородский,шоссе Фрезер,17АС1,Нижегородская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/315219087/,Москва,sale,flat,4,4,1,30.6,-1,0,5400000,,,1,Троицк,
Замоскворечье,real_estate_agent,https://www.cian.ru/sale/flat/314037502/,Москва,sale,flat,2,2,1,15.2,-1,0,5500000,Дмитровский,Яхромская ,3,Яхромская,
ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/312771778/,Москва,sale,flat,1,5,1,28.8,-1,0,5500000,, Жемчужная,1к1,Филатов Луг,
ПОДМОСКОВЬЕ,real_estate_agent,https://www.cian.ru/sale/flat/304540050/,Москва,sale,flat,2,5,1,30.0,-1,0,5500000,с. Кленово, Мичурина,3,,
Нина Ивановская,realtor,https://www.cian.ru/sale/flat/308137409/,Москва,sale,flat,4,4,1,31.0,-1,0,5500000,,,,,
Ольга Кожемякина,realtor,https://www.cian.ru/sale/flat/314717204/,Москва,sale,flat,2,3,1,35.3,-1,0,5600000,, Десятинная,7,Апрелевка,
Сергей Горелкин,realtor,https://www.cian.ru/sale/flat/300288478/,Москва,sale,flat,1,6,1,28.0,-1,0,5600000,, Жемчужная,1к6,Филатов Луг,
Континент-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316638914/,Москва,sale,flat,4,4,1,11.6,-1,0,5626000,Пресненский,переулок Волков,13С1,Краснопресненская,
Надежда Жвикова,realtor,https://www.cian.ru/sale/flat/312201711/,Москва,sale,flat,4,5,1,56.0,-1,0,5600000,,,,,
ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316188888/,Москва,sale,flat,1,4,1,14.2,-1,0,5700000,Восточное Измайлово,14-я Парковая ,3А,Первомайская,
Простор-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316285431/,Москва,sale,flat,3,4,1,35.3,-1,0,5750000,, Центральная,33,Крёкшино,
Подмосковные вечера,real_estate_agent,https://www.cian.ru/sale/flat/275040150/,Москва,sale,flat,4,4,1,38.4,-1,0,5800000,, Центральная,33,Крёкшино,
